questions_id,questions,num_respondents,options,Trump_perc,Clinton_perc,Others_Unknown_perc,state
44,Is Hillary Clinton honest and trustworthy?,2778,Yes,3,95,2,Nevada
44,Is Hillary Clinton honest and trustworthy?,2778,No,70,22,8,Nevada
45,Is Donald Trump honest and trustworthy?,2778,Yes,93,6,1,Nevada
45,Is Donald Trump honest and trustworthy?,2778,No,17,74,9,Nevada
46,Which candidate is honest?,2778,Both are,NA,NA,NA,Nevada
46,Which candidate is honest?,2778,Only Clinton is,0,98,2,Nevada
46,Which candidate is honest?,2778,Only Trump is,97,3,0,Nevada
46,Which candidate is honest?,2778,Neither is,36,46,18,Nevada
47,Is Clinton qualified to serve as president?,2778,Yes,11,86,3,Nevada
47,Is Clinton qualified to serve as president?,2778,No,84,4,12,Nevada
48,Is Trump qualified to serve as president?,2778,Yes,94,5,1,Nevada
48,Is Trump qualified to serve as president?,2778,No,12,77,11,Nevada
49,Who is qualified to serve as president?,2778,Both are,NA,NA,NA,Nevada
49,Who is qualified to serve as president?,2778,Only Clinton is,1,95,4,Nevada
49,Who is qualified to serve as president?,2778,Only Trump is,98,1,1,Nevada
49,Who is qualified to serve as president?,2778,Neither is,53,12,35,Nevada
50,Does Clinton have the temperament to be president?,2778,Yes,11,84,5,Nevada
50,Does Clinton have the temperament to be president?,2778,No,90,2,8,Nevada
51,Does Trump have the temperament to be president?,2778,Yes,96,3,1,Nevada
51,Does Trump have the temperament to be president?,2778,No,11,81,8,Nevada
52,Which candidate has the right temperament?,2778,Both do,NA,NA,NA,Nevada
52,Which candidate has the right temperament?,2778,Only Clinton does,3,92,5,Nevada
52,Which candidate has the right temperament?,2778,Only Trump does,98,1,1,Nevada
52,Which candidate has the right temperament?,2778,Neither does,NA,NA,NA,Nevada
53,Did Clinton attack Trump unfairly?,2778,Yes,77,15,8,Nevada
53,Did Clinton attack Trump unfairly?,2778,No,20,73,7,Nevada
54,Did Trump attack Clinton unfairly?,2778,Yes,21,73,6,Nevada
54,Did Trump attack Clinton unfairly?,2778,No,66,25,9,Nevada
55,Which candidate attacked unfairly?,2778,Both did,62,28,10,Nevada
55,Which candidate attacked unfairly?,2778,Only Clinton did,90,4,6,Nevada
55,Which candidate attacked unfairly?,2778,Only Trump did,2,95,3,Nevada
55,Which candidate attacked unfairly?,2778,Neither did,46,43,11,Nevada
56,Does Clinton's use of private email bother you:,2778,A lot,85,7,8,Nevada
56,Does Clinton's use of private email bother you:,2778,Some,30,65,5,Nevada
56,Does Clinton's use of private email bother you:,2778,Not much,5,85,10,Nevada
56,Does Clinton's use of private email bother you:,2778,Not at all,3,92,5,Nevada
57,Does Clinton's use of private email bother you?,2778,Yes,73,20,7,Nevada
57,Does Clinton's use of private email bother you?,2778,No,4,90,6,Nevada
58,Does Donald Trump's treatment of women bother you:,2778,A lot,9,83,8,Nevada
58,Does Donald Trump's treatment of women bother you:,2778,Some,65,27,8,Nevada
58,Does Donald Trump's treatment of women bother you:,2778,Not much,NA,NA,NA,Nevada
58,Does Donald Trump's treatment of women bother you:,2778,Not at all,85,12,3,Nevada
59,Does Donald Trump's treatment of women bother you?,2778,Yes,24,68,8,Nevada
59,Does Donald Trump's treatment of women bother you?,2778,No,87,10,3,Nevada
60,Who would better handle the economy?,2778,Clinton,5,92,3,Nevada
60,Who would better handle the economy?,2778,Trump,89,5,6,Nevada
61,Who would better handle foreign policy?,2778,Clinton,9,85,6,Nevada
61,Who would better handle foreign policy?,2778,Trump,94,3,3,Nevada
62,Condition of national economy,2778,Excellent,NA,NA,NA,Nevada
62,Condition of national economy,2778,Good,17,78,5,Nevada
62,Condition of national economy,2778,Not good,51,40,9,Nevada
62,Condition of national economy,2778,Poor,83,13,4,Nevada
63,Condition of national economy,2778,Good,18,78,4,Nevada
63,Condition of national economy,2778,Poor,63,29,8,Nevada
64,Financial situation compared to four years ago:,2778,Better today,25,67,8,Nevada
64,Financial situation compared to four years ago:,2778,Worse today,81,14,5,Nevada
64,Financial situation compared to four years ago:,2778,About the same,41,51,8,Nevada
65,Life for the next generation of Americans will be:,2778,Better than today,35,59,6,Nevada
65,Life for the next generation of Americans will be:,2778,Worse than today,66,26,8,Nevada
65,Life for the next generation of Americans will be:,2778,About the same,33,61,6,Nevada
66,Did any campaign contact you?,2778,Only Clinton,20,77,3,Nevada
66,Did any campaign contact you?,2778,Only Trump,NA,NA,NA,Nevada
66,Did any campaign contact you?,2778,Both,38,56,6,Nevada
66,Did any campaign contact you?,2778,Neither,52,41,7,Nevada
67,Were you contacted by the Clinton campaign?,2778,Yes,28,67,5,Nevada
67,Were you contacted by the Clinton campaign?,2778,No,55,38,7,Nevada
68,Were you contacted by the Trump campaign?,2778,Yes,50,43,7,Nevada
68,Were you contacted by the Trump campaign?,2778,No,45,48,7,Nevada
69,Vote for president in a two-way race,2778,Clinton,0,97,3,Nevada
69,Vote for president in a two-way race,2778,Trump,96,1,3,Nevada
69,Vote for president in a two-way race,2778,Would not vote,NA,NA,NA,Nevada
70,Area type,2778,Urban area,44,50,6,Nevada
70,Area type,2778,Suburban area,33,60,7,Nevada
70,Area type,2778,Rural area,67,25,8,Nevada
71,Region,2778,Washoe County,45,47,8,Nevada
71,Region,2778,Clark County,41,53,6,Nevada
71,Region,2778,Rest of Nevada,66,25,9,Nevada
1,Gender,2800,Male,53,40,7,New Hampshire
1,Gender,2800,Female,41,54,5,New Hampshire
2,Age,2800,18-29,41,49,10,New Hampshire
2,Age,2800,30-44,43,47,10,New Hampshire
2,Age,2800,45-64,51,46,3,New Hampshire
2,Age,2800,65 and older,49,49,2,New Hampshire
3,Age,2800,18-24,44,46,10,New Hampshire
3,Age,2800,25-29,37,52,11,New Hampshire
3,Age,2800,30-39,40,50,10,New Hampshire
3,Age,2800,40-49,51,42,7,New Hampshire
3,Age,2800,50-64,50,47,3,New Hampshire
3,Age,2800,65 and older,49,49,2,New Hampshire
4,Age,2800,18-44,42,48,10,New Hampshire
4,Age,2800,45 and older,50,47,3,New Hampshire
5,Race,2800,White,48,46,6,New Hampshire
5,Race,2800,Black,NA,NA,NA,New Hampshire
5,Race,2800,Latino,NA,NA,NA,New Hampshire
5,Race,2800,Asian,NA,NA,NA,New Hampshire
5,Race,2800,Other race,NA,NA,NA,New Hampshire
6,Race,2800,White,48,46,6,New Hampshire
6,Race,2800,Non-white,33,58,9,New Hampshire
7,Race and gender,2800,White men,54,39,7,New Hampshire
7,Race and gender,2800,White women,42,53,5,New Hampshire
7,Race and gender,2800,Black men,NA,NA,NA,New Hampshire
7,Race and gender,2800,Black women,NA,NA,NA,New Hampshire
7,Race and gender,2800,Latino men,NA,NA,NA,New Hampshire
7,Race and gender,2800,Latino women,NA,NA,NA,New Hampshire
7,Race and gender,2800,Others,NA,NA,NA,New Hampshire
8,Education,2800,High school or less,58,37,5,New Hampshire
8,Education,2800,Some college,53,41,6,New Hampshire
8,Education,2800,College graduate,48,47,5,New Hampshire
8,Education,2800,Postgraduate,29,65,6,New Hampshire
9,Are you a college graduate?,2800,Yes,40,54,6,New Hampshire
9,Are you a college graduate?,2800,No,55,39,6,New Hampshire
10,Education and race,2800,White college graduates,41,54,5,New Hampshire
10,Education and race,2800,Whites no degree,56,38,6,New Hampshire
10,Education and race,2800,Non-whites college grads,32,58,10,New Hampshire
10,Education and race,2800,Non-whites no degree,NA,NA,NA,New Hampshire
11,Education among whites by sex,2800,White college-grad women,35,61,4,New Hampshire
11,Education among whites by sex,2800,White non-college women,53,42,5,New Hampshire
11,Education among whites by sex,2800,White college-grad men,47,46,7,New Hampshire
11,Education among whites by sex,2800,White non-college men,60,34,6,New Hampshire
11,Education among whites by sex,2800,Non-whites,33,58,9,New Hampshire
12,Income,2800,"Under $30,000",NA,NA,NA,New Hampshire
12,Income,2800,"$30K-$49,999",45,47,8,New Hampshire
12,Income,2800,"$50K-$99,999",46,50,4,New Hampshire
12,Income,2800,"$100K-$199,999",48,47,5,New Hampshire
12,Income,2800,"$200K-$249,999",NA,NA,NA,New Hampshire
12,Income,2800,"$250,000 or more",NA,NA,NA,New Hampshire
13,Income,2800,Under $50K,43,51,6,New Hampshire
13,Income,2800,$50K-$100K,46,50,4,New Hampshire
13,Income,2800,$100K or more,47,48,5,New Hampshire
14,Income,2800,Under $50K,43,51,6,New Hampshire
14,Income,2800,$50K or more,47,49,4,New Hampshire
15,Income,2800,Under $100K,44,50,6,New Hampshire
15,Income,2800,$100K or more,47,48,5,New Hampshire
16,Party ID,2800,Democrats,5,93,2,New Hampshire
16,Party ID,2800,Republicans,89,7,4,New Hampshire
16,Party ID,2800,Independents,45,45,10,New Hampshire
17,Party by gender,2800,Democratic men,4,94,2,New Hampshire
17,Party by gender,2800,Democratic women,5,93,2,New Hampshire
17,Party by gender,2800,Republican men,88,7,5,New Hampshire
17,Party by gender,2800,Republican women,89,8,3,New Hampshire
17,Party by gender,2800,Independent men,49,39,12,New Hampshire
17,Party by gender,2800,Independent women,41,51,8,New Hampshire
18,Ideology,2800,Liberal,9,87,4,New Hampshire
18,Ideology,2800,Moderate,41,52,7,New Hampshire
18,Ideology,2800,Conservative,86,9,5,New Hampshire
19,White born-again or evangelical Christian?,2800,Yes,75,22,3,New Hampshire
19,White born-again or evangelical Christian?,2800,No,43,50,7,New Hampshire
20,Marital status,2800,Married,47,47,6,New Hampshire
20,Marital status,2800,Unmarried,42,51,7,New Hampshire
21,Marital status by gender,2800,Married men,48,46,6,New Hampshire
21,Marital status by gender,2800,Married women,46,49,5,New Hampshire
21,Marital status by gender,2800,Unmarried men,54,37,9,New Hampshire
21,Marital status by gender,2800,Unmarried women,32,64,4,New Hampshire
22,When did you decide presidential vote?,2800,Last few days,48,39,13,New Hampshire
22,When did you decide presidential vote?,2800,Last week,NA,NA,NA,New Hampshire
22,When did you decide presidential vote?,2800,In October,NA,NA,NA,New Hampshire
22,When did you decide presidential vote?,2800,In September,NA,NA,NA,New Hampshire
22,When did you decide presidential vote?,2800,Before September,45,52,3,New Hampshire
23,When did you decide presidential vote?,2800,In the last week,52,37,11,New Hampshire
23,When did you decide presidential vote?,2800,Before that,45,51,4,New Hampshire
24,When did you decide presidential vote?,2800,In the last month,50,42,8,New Hampshire
24,When did you decide presidential vote?,2800,Before that,45,51,4,New Hampshire
25,Opinion of presidential candidate you voted for,2800,Strongly favor ,50,45,5,New Hampshire
25,Opinion of presidential candidate you voted for,2800,Have reservations,51,46,3,New Hampshire
25,Opinion of presidential candidate you voted for,2800,Dislike opponents,43,42,15,New Hampshire
26,Most important issue facing the country,2800,Foreign policy,29,65,6,New Hampshire
26,Most important issue facing the country,2800,Immigration,80,16,4,New Hampshire
26,Most important issue facing the country,2800,Economy,42,51,7,New Hampshire
26,Most important issue facing the country,2800,Terrorism,59,37,4,New Hampshire
27,Which candidate quality mattered most?,2800,Cares about me,36,55,9,New Hampshire
27,Which candidate quality mattered most?,2800,Can bring change,85,10,5,New Hampshire
27,Which candidate quality mattered most?,2800,Right experience,6,93,1,New Hampshire
27,Which candidate quality mattered most?,2800,Good judgment,21,65,14,New Hampshire
28,Illegal immigrants working in the U.S. should be:,2800,Offered legal status,30,63,7,New Hampshire
28,Illegal immigrants working in the U.S. should be:,2800,Deported to home country,83,13,4,New Hampshire
29,Do you think immigrants to the U.S. today:,2800,Help the country,21,72,7,New Hampshire
29,Do you think immigrants to the U.S. today:,2800,Hurt the country,79,17,4,New Hampshire
30,Effect of international trade,2800,Creates U.S. jobs,34,59,7,New Hampshire
30,Effect of international trade,2800,Takes away U.S. jobs,61,33,6,New Hampshire
30,Effect of international trade,2800,Does not affect jobs,NA,NA,NA,New Hampshire
31,How do things work in the U.S. today?,2800,Whites are favored,14,81,5,New Hampshire
31,How do things work in the U.S. today?,2800,Minorities are favored,87,9,4,New Hampshire
31,How do things work in the U.S. today?,2800,No group is favored,56,34,10,New Hampshire
32,Feelings about the federal government,2800,Enthusiastic,NA,NA,NA,New Hampshire
32,Feelings about the federal government,2800,Satisfied,13,85,2,New Hampshire
32,Feelings about the federal government,2800,Dissatisfied,48,44,8,New Hampshire
32,Feelings about the federal government,2800,Angry,80,12,8,New Hampshire
33,Feelings about the federal government,2800,Enthusiastic/Satisfied,13,85,2,New Hampshire
33,Feelings about the federal government,2800,Dissatisfied/Angry,59,33,8,New Hampshire
34,Opinion of Barack Obama as president,2800,Strongly approve,3,95,2,New Hampshire
34,Opinion of Barack Obama as president,2800,Somewhat approve,22,69,9,New Hampshire
34,Opinion of Barack Obama as president,2800,Somewhat disapprove,73,15,12,New Hampshire
34,Opinion of Barack Obama as president,2800,Strongly disapprove,94,4,2,New Hampshire
35,Opinion of Barack Obama as president,2800,Approve,10,85,5,New Hampshire
35,Opinion of Barack Obama as president,2800,Disapprove,87,7,6,New Hampshire
36,Opinion of Hillary Clinton,2800,Favorable,2,97,1,New Hampshire
36,Opinion of Hillary Clinton,2800,Unfavorable,75,17,8,New Hampshire
37,Opinion of Donald Trump,2800,Favorable,94,5,1,New Hampshire
37,Opinion of Donald Trump,2800,Unfavorable,18,74,8,New Hampshire
38,Opinion of Clinton and Trump,2800,Both favorable,NA,NA,NA,New Hampshire
38,Opinion of Clinton and Trump,2800,Only Clinton favorable,1,98,1,New Hampshire
38,Opinion of Clinton and Trump,2800,Only Trump favorable,97,3,0,New Hampshire
38,Opinion of Clinton and Trump,2800,Both unfavorable,45,36,19,New Hampshire
39,Opinion of Maggie Hassan,2800,Favorable,12,84,4,New Hampshire
39,Opinion of Maggie Hassan,2800,Unfavorable,78,13,9,New Hampshire
40,Opinion of Kelly Ayotte,2800,Favorable,74,21,5,New Hampshire
40,Opinion of Kelly Ayotte,2800,Unfavorable,18,75,7,New Hampshire
41,Is Hillary Clinton honest and trustworthy?,2800,Yes,2,97,1,New Hampshire
41,Is Hillary Clinton honest and trustworthy?,2800,No,74,17,9,New Hampshire
42,Is Donald Trump honest and trustworthy?,2800,Yes,97,3,0,New Hampshire
42,Is Donald Trump honest and trustworthy?,2800,No,19,71,10,New Hampshire
43,Which candidate is honest?,2800,Both are,NA,NA,NA,New Hampshire
43,Which candidate is honest?,2800,Only Clinton is,1,98,1,New Hampshire
43,Which candidate is honest?,2800,Only Trump is,99,1,0,New Hampshire
43,Which candidate is honest?,2800,Neither is,42,37,21,New Hampshire
44,Is Clinton qualified to serve as president?,2800,Yes,9,87,4,New Hampshire
44,Is Clinton qualified to serve as president?,2800,No,86,6,8,New Hampshire
45,Is Trump qualified to serve as president?,2800,Yes,94,4,2,New Hampshire
45,Is Trump qualified to serve as president?,2800,No,16,76,8,New Hampshire
46,Who is qualified to serve as president?,2800,Both are,NA,NA,NA,New Hampshire
46,Who is qualified to serve as president?,2800,Only Clinton is,3,94,3,New Hampshire
46,Who is qualified to serve as president?,2800,Only Trump is,97,2,1,New Hampshire
46,Who is qualified to serve as president?,2800,Neither is,60,14,26,New Hampshire
47,Does Clinton have the temperament to be president?,2800,Yes,9,87,4,New Hampshire
47,Does Clinton have the temperament to be president?,2800,No,91,2,7,New Hampshire
48,Does Trump have the temperament to be president?,2800,Yes,97,2,1,New Hampshire
48,Does Trump have the temperament to be president?,2800,No,18,73,9,New Hampshire
49,Which candidate has the right temperament?,2800,Both do,NA,NA,NA,New Hampshire
49,Which candidate has the right temperament?,2800,Only Clinton does,3,92,5,New Hampshire
49,Which candidate has the right temperament?,2800,Only Trump does,99,0,1,New Hampshire
49,Which candidate has the right temperament?,2800,Neither does,71,4,25,New Hampshire
50,Does Clinton's use of private email bother you:,2800,A lot,84,7,9,New Hampshire
50,Does Clinton's use of private email bother you:,2800,Some,18,75,7,New Hampshire
50,Does Clinton's use of private email bother you:,2800,Not much,5,93,2,New Hampshire
50,Does Clinton's use of private email bother you:,2800,Not at all,2,97,1,New Hampshire
51,Does Clinton's use of private email bother you?,2800,Yes,65,26,9,New Hampshire
51,Does Clinton's use of private email bother you?,2800,No,4,95,1,New Hampshire
52,Does Donald Trump's treatment of women bother you:,2800,A lot,8,85,7,New Hampshire
52,Does Donald Trump's treatment of women bother you:,2800,Some,75,19,6,New Hampshire
52,Does Donald Trump's treatment of women bother you:,2800,Not much,93,2,5,New Hampshire
52,Does Donald Trump's treatment of women bother you:,2800,Not at all,NA,NA,NA,New Hampshire
53,Does Donald Trump's treatment of women bother you?,2800,Yes,26,67,7,New Hampshire
53,Does Donald Trump's treatment of women bother you?,2800,No,94,2,4,New Hampshire
54,Who would better handle the economy?,2800,Clinton,2,93,5,New Hampshire
54,Who would better handle the economy?,2800,Trump,90,4,6,New Hampshire
55,Who would better handle foreign policy?,2800,Clinton,7,87,6,New Hampshire
55,Who would better handle foreign policy?,2800,Trump,95,1,4,New Hampshire
56,Condition of national economy,2800,Excellent,NA,NA,NA,New Hampshire
